intern_id,intern_name,task_completion_rate,avg_task_completion_time,attendance_percentage,feedback_rating,deadlines_missed,github_commits,communication_score,learning_speed,meeting_participation,work_hours_per_day,stress_level,final_performance_score,performance_category
5360,Stacie Casey,71,12.66,53,3.6,0,188,10,2,4,8.1,2,55.16,Needs Improvement
5361,Melissa White,87,1.8,100,2.5,0,160,7,5,7,11.9,1,98.71,Excellent
5362,Aaron Edwards,64,4.52,90,1.4,5,20,3,1,6,6.3,8,33.39,Needs Improvement
5363,Natasha Martin,40,3.87,65,4.0,7,109,10,1,9,4.0,8,35.26,Needs Improvement
5364,Jacob Morris,80,8.17,85,4.3,2,63,3,6,9,7.5,7,47.94,Needs Improvement
5365,Emily Dickerson,40,13.74,74,4.4,7,0,8,9,5,2.1,10,22.71,Needs Improvement
5366,Mary Perez,88,10.93,95,3.9,1,45,5,7,4,8.5,6,62.72,Average
5367,Frank Stone,43,3.56,60,4.5,4,58,9,9,9,11.0,10,51.03,Needs Improvement
5368,Ariel Sims,100,6.58,97,3.8,4,35,8,3,8,5.9,4,60.3,Average
5369,Shelly Dennis,68,12.37,80,3.5,4,93,3,5,4,4.2,5,37.81,Needs Improvement
5370,Laura Hernandez,98,13.01,82,3.2,9,153,2,10,4,8.9,6,55.72,Needs Improvement
5371,Shannon Vaughn,68,7.56,50,1.1,10,173,6,7,9,3.3,1,27.44,Needs Improvement
5372,Catherine Brady,97,14.29,87,4.5,2,131,8,6,9,2.6,2,64.62,Average
5373,Joshua Campbell,84,11.76,95,2.0,3,140,9,4,9,9.1,10,46.55,Needs Improvement
5374,Tony Moore,81,3.1,80,3.3,3,143,8,10,4,8.0,5,69.73,Average
5375,Amy Lewis,55,9.52,99,1.3,9,270,8,5,5,4.2,3,28.88,Needs Improvement
5376,Shane Thomas,46,3.82,52,4.7,1,165,8,6,2,10.7,3,72.34,Average
5377,Miranda Jackson,96,4.07,71,2.5,7,101,1,9,8,5.9,10,33.49,Needs Improvement
5378,Joseph Mccormick,98,8.75,55,1.1,0,64,10,2,4,10.7,8,54.88,Needs Improvement
5379,Lisa Mora,69,10.19,80,2.4,3,47,7,1,10,11.0,6,52.73,Needs Improvement
5380,John Alexander,47,5.58,67,2.0,9,125,4,3,9,2.6,10,12.59,Needs Improvement
5381,Brenda Holt,99,7.89,80,4.2,6,103,10,4,3,6.7,9,49.7,Needs Improvement
5382,Rodney Mckenzie,93,12.92,83,1.9,5,288,5,3,2,8.2,10,35.67,Needs Improvement
5383,Tiffany Landry,41,3.23,100,3.1,7,284,4,10,1,11.7,7,53.99,Needs Improvement
5384,Richard White,60,12.93,60,4.6,4,52,1,5,1,2.3,9,17.28,Needs Improvement
5385,John Bell,43,13.1,98,1.6,2,93,4,10,4,3.4,4,33.02,Needs Improvement
5386,Ms. Jeanette Williams,93,1.82,98,1.9,8,123,2,3,9,2.6,1,48.67,Needs Improvement
5387,Elizabeth Smith,41,7.72,63,1.0,1,75,6,6,9,9.4,10,35.4,Needs Improvement
5388,Brianna Rowe,65,10.1,90,3.3,8,105,9,3,4,9.4,4,49.3,Needs Improvement
5389,Carol Ellis,78,10.15,55,4.7,5,152,4,5,9,5.4,2,49.18,Needs Improvement
5390,Kimberly Parsons,95,6.94,86,3.7,9,115,3,4,8,4.3,8,31.96,Needs Improvement
5391,Misty Kline,63,10.68,65,2.6,8,204,3,6,3,4.0,7,25.46,Needs Improvement
5392,April Brown,98,11.82,88,4.9,8,102,5,7,1,4.5,10,36.39,Needs Improvement
5393,Lisa Young,91,4.29,56,1.7,6,263,5,10,10,4.9,8,51.05,Needs Improvement
5394,Darren Wong,99,11.12,86,1.3,6,113,10,2,7,3.6,10,43.52,Needs Improvement
5395,Sherri Lopez,52,13.82,79,3.2,7,229,4,8,4,11.7,4,50.38,Needs Improvement
5396,Natalie Carter,88,12.55,51,4.8,3,262,9,10,6,6.9,9,56.54,Needs Improvement
5397,Amanda Wright,51,2.97,73,2.8,7,233,10,7,2,5.8,5,48.58,Needs Improvement
5398,Autumn Rice,95,2.38,50,2.1,9,25,5,2,2,7.0,3,29.5,Needs Improvement
5399,Victor Cooper,55,3.33,56,2.5,4,116,8,8,4,10.4,6,56.24,Needs Improvement
5400,Linda Cole,87,1.02,73,3.1,9,299,4,6,7,2.9,7,50.47,Needs Improvement
5401,Cameron Best,58,11.28,99,3.9,8,102,7,5,6,9.0,9,41.9,Needs Improvement
5402,Laura Gordon,94,13.47,69,4.3,0,160,7,7,4,8.7,5,68.3,Average
5403,Nathan Morales PhD,100,2.22,56,3.1,4,262,9,4,1,5.1,4,63.52,Average
5404,Amanda Acevedo,85,2.39,87,1.5,8,265,1,2,8,10.7,3,65.12,Average
5405,Christopher Fowler,64,13.69,91,3.1,1,176,3,8,4,9.5,5,47.37,Needs Improvement
5406,Shawn Hernandez,45,2.37,73,3.4,0,72,2,3,1,3.5,3,48.06,Needs Improvement
5407,Michelle Heath,57,7.78,71,3.9,10,67,3,7,3,9.0,8,26.65,Needs Improvement
5408,Mallory Wright,42,11.85,60,2.7,7,147,5,9,10,9.8,3,45.09,Needs Improvement
5409,Steven Johnson,54,6.15,82,2.7,10,248,10,9,3,10.7,9,50.9,Needs Improvement
5410,Nicholas Kelly,75,7.48,50,5.0,4,235,4,4,9,4.2,9,48.87,Needs Improvement
5411,Cody Steele,68,12.69,84,4.1,9,88,1,3,4,3.9,4,29.08,Needs Improvement
5412,Mandy Vang,95,7.76,75,2.2,5,34,8,7,5,7.7,5,59.11,Needs Improvement
5413,Joshua Wallace,55,9.59,70,1.9,6,63,3,8,5,3.2,10,7.83,Needs Improvement
5414,Edward Rodriguez,50,8.99,61,1.8,3,197,2,6,1,10.4,5,37.64,Needs Improvement
5415,Monica Hurley,93,3.03,62,4.9,1,224,7,1,7,4.7,9,58.7,Needs Improvement
5416,Brandon Griffin,69,6.0,89,3.8,1,142,1,4,3,11.8,6,65.86,Average
5417,Aaron Austin,55,11.92,89,1.5,6,55,5,8,1,2.7,1,34.47,Needs Improvement
5418,Jessica Heath,73,2.73,74,2.9,2,52,3,9,1,4.0,7,41.33,Needs Improvement
5419,Christian Hill,73,2.53,81,4.6,10,23,2,10,2,2.7,4,51.77,Needs Improvement
5420,James Houston,52,9.05,59,4.8,9,33,4,1,8,8.0,9,18.31,Needs Improvement
5421,Christopher Ford,61,8.82,79,1.8,2,1,3,7,1,11.1,10,35.87,Needs Improvement
5422,Kayla Miller,41,7.26,78,4.1,0,28,8,9,9,5.7,5,49.55,Needs Improvement
5423,David Moon,60,10.03,71,1.2,1,257,6,5,4,10.6,6,46.41,Needs Improvement
5424,Frank Sutton,61,4.89,69,4.8,8,60,7,6,3,11.1,4,65.29,Average
5425,Joshua Martinez,52,8.12,60,2.8,9,2,8,4,8,5.6,7,30.04,Needs Improvement
5426,Kristie Edwards,76,1.15,76,2.0,6,261,1,10,5,9.9,4,67.71,Average
5427,Michelle White,54,10.83,61,1.4,6,101,5,9,2,8.7,3,25.44,Needs Improvement
5428,Steven Woods,58,2.38,72,2.2,7,236,1,6,4,6.7,10,37.06,Needs Improvement
5429,Eric Hill,60,7.22,96,2.4,3,104,1,9,8,7.8,2,60.96,Average
5430,Jeremy Stokes Jr.,47,4.67,87,1.4,4,26,8,10,9,6.4,1,50.82,Needs Improvement
5431,Amy Bass,82,13.04,77,4.8,4,101,3,1,2,10.8,3,56.61,Needs Improvement
5432,Anna Lopez,92,1.71,68,1.2,4,268,3,4,6,7.1,4,57.04,Needs Improvement
5433,Mark Duffy,52,6.78,55,2.9,0,160,9,4,7,6.0,10,41.53,Needs Improvement
5434,Jorge Hodges,49,8.21,76,4.4,4,4,5,7,8,9.8,3,58.14,Needs Improvement
5435,Martin Combs,95,1.78,62,1.3,1,52,3,10,10,4.3,5,59.3,Needs Improvement
5436,Jason Conley,84,12.73,69,4.1,2,159,3,10,9,9.6,10,49.72,Needs Improvement
5437,Dr. Richard Barrett,41,14.0,81,2.8,3,252,5,4,2,2.4,1,41.43,Needs Improvement
5438,Denise Wade,98,4.63,86,2.7,7,66,10,3,4,8.0,3,68.3,Average
5439,Tim Miller,52,8.34,87,4.9,3,286,7,1,3,7.4,8,60.65,Average
5440,Jason Hernandez,74,4.97,73,3.9,9,166,4,10,3,11.5,5,59.49,Needs Improvement
5441,Regina Avery,89,12.12,78,4.7,8,226,9,6,8,4.2,8,44.28,Needs Improvement
5442,Maria Bennett,63,10.06,59,3.2,5,109,7,5,1,8.5,8,27.42,Needs Improvement
5443,Amanda Koch,69,10.72,68,2.6,7,68,6,6,1,2.9,7,31.29,Needs Improvement
5444,David Walsh,46,4.67,57,3.9,5,271,6,9,6,6.0,5,53.31,Needs Improvement
5445,Kevin Sullivan,81,3.67,97,1.5,8,57,10,8,8,11.9,1,67.05,Average
5446,Shawn Haynes,43,6.25,100,2.5,0,199,9,2,2,8.6,2,66.34,Average
5447,Christopher Smith,61,5.41,81,3.8,1,175,1,2,10,8.3,8,44.74,Needs Improvement
5448,Anthony Lowe,69,12.78,83,1.8,6,73,8,5,1,10.3,3,42.0,Needs Improvement
5449,Michaela Peters,100,1.29,87,4.9,9,295,3,2,8,10.8,6,65.33,Average
5450,Rhonda Wade,86,3.52,93,4.5,6,196,3,1,8,8.4,7,62.36,Average
5451,Jasmine Vang,61,1.62,95,3.0,5,90,5,1,9,3.0,2,58.29,Needs Improvement
5452,Andrew Farrell,88,8.44,96,3.4,6,217,9,10,5,10.2,8,60.19,Average
5453,Nathan Reynolds,78,6.34,67,2.8,8,49,8,1,8,4.6,3,45.43,Needs Improvement
5454,James Crawford,87,12.3,88,3.6,10,101,7,8,3,7.5,8,36.93,Needs Improvement
5455,Christopher Lopez,77,14.07,84,4.9,6,268,10,3,9,4.7,8,39.35,Needs Improvement
5456,Joseph Stewart,80,6.76,93,2.9,8,264,5,3,6,6.4,7,38.71,Needs Improvement
5457,John Barnes,41,11.52,56,4.3,10,256,5,9,2,7.2,5,31.59,Needs Improvement
5458,Ashley Campbell,97,10.22,56,4.5,6,61,6,3,1,11.8,6,53.1,Needs Improvement
5459,Justin Reynolds,91,11.67,79,3.5,6,192,2,9,10,7.5,7,50.39,Needs Improvement
5460,Valerie Melendez,53,8.98,71,2.4,4,37,9,4,10,9.3,8,42.35,Needs Improvement
5461,Richard Owens,50,12.5,52,3.3,6,238,9,2,10,3.1,2,34.6,Needs Improvement
5462,Ronald Wilson II,50,14.69,91,1.9,7,7,9,9,10,8.5,7,29.44,Needs Improvement
5463,Sabrina Lopez,55,4.6,81,2.7,5,198,2,10,2,11.1,2,62.57,Average
5464,Joshua Burch,93,14.94,87,3.7,3,262,7,6,1,8.5,1,58.71,Needs Improvement
5465,Leslie Weaver,82,5.29,97,4.4,8,149,7,4,10,5.9,1,54.77,Needs Improvement
5466,Kelly Brady,58,7.01,77,1.2,2,153,3,5,8,5.1,4,39.12,Needs Improvement
5467,Whitney Cole,91,8.09,80,4.9,10,36,6,9,5,6.5,8,41.25,Needs Improvement
5468,William Miller,75,3.67,76,4.7,6,2,4,8,8,7.0,9,49.94,Needs Improvement
5469,Misty Cooper,59,14.03,54,2.7,2,142,1,8,4,11.4,10,31.66,Needs Improvement
5470,Eric Schmidt,61,7.09,70,3.1,1,262,4,4,8,10.7,3,65.24,Average
5471,Heather Johnson,84,9.62,87,1.5,0,296,6,1,9,3.8,3,47.96,Needs Improvement
5472,Jose Turner,60,9.53,52,4.7,5,46,4,9,1,3.1,3,42.85,Needs Improvement
5473,Jessica Cunningham,82,4.02,53,2.1,7,137,10,4,1,4.6,10,24.08,Needs Improvement
5474,Anna Jones,89,9.9,95,3.6,9,95,9,9,6,5.5,2,49.87,Needs Improvement
5475,Jaime Knox,74,10.27,82,4.2,7,94,10,7,1,8.6,4,52.75,Needs Improvement
5476,Donald Martinez,58,11.28,90,1.6,1,205,2,5,10,5.2,6,45.01,Needs Improvement
5477,Teresa Arnold,46,3.84,54,3.1,5,160,9,5,5,3.2,5,36.61,Needs Improvement
5478,Andrew Wade,50,14.38,94,1.5,7,242,7,2,6,11.2,9,35.17,Needs Improvement
5479,Connor Padilla,82,10.37,100,4.8,8,173,1,1,1,4.5,7,33.79,Needs Improvement
5480,Matthew Reyes,58,11.79,67,3.4,10,110,6,4,7,9.2,8,17.32,Needs Improvement
5481,Colleen Thompson,73,3.38,70,3.5,9,161,9,9,10,10.9,4,69.0,Average
5482,Anthony Phillips,82,13.34,77,4.1,3,38,1,5,3,5.6,3,34.69,Needs Improvement
5483,Kyle Wiley,45,7.56,75,4.9,9,171,7,1,7,4.8,8,25.52,Needs Improvement
5484,Tracy Perez,51,5.33,92,4.0,7,88,8,1,10,9.4,9,49.97,Needs Improvement
5485,William Ball,68,3.32,66,1.6,5,81,2,1,6,2.0,8,14.61,Needs Improvement
5486,Jennifer Brown,98,14.39,83,3.3,1,4,7,7,4,9.0,7,58.49,Needs Improvement
5487,William Dean,49,3.13,83,2.4,7,266,6,9,2,3.3,1,52.51,Needs Improvement
5488,Charles Tran,100,14.59,79,4.6,9,72,4,3,4,6.5,10,25.31,Needs Improvement
5489,Christopher Hayes,53,10.36,93,1.7,3,280,9,5,9,11.7,5,63.75,Average
5490,Benjamin Wang,92,13.05,93,2.4,7,198,5,9,8,4.5,8,36.8,Needs Improvement
5491,Diane Perez,93,6.56,80,5.0,9,93,10,1,6,8.3,10,46.52,Needs Improvement
5492,Shelby Matthews,51,13.09,94,2.0,7,83,2,6,3,4.5,7,14.07,Needs Improvement
5493,Lisa Davis,59,8.19,90,2.3,9,57,3,10,10,3.6,1,33.18,Needs Improvement
5494,Jonathan Jones,42,11.43,96,1.7,5,120,8,7,6,9.0,6,41.78,Needs Improvement
5495,Ms. Dawn Cooper,59,7.4,78,4.8,8,207,9,6,6,7.1,8,49.57,Needs Improvement
5496,Adrian Newman,58,14.79,76,2.8,9,170,6,9,3,6.5,7,24.68,Needs Improvement
5497,Andrew Meadows,87,11.68,72,4.6,7,75,2,6,4,7.3,4,35.65,Needs Improvement
5498,Jennifer Barker,54,1.25,91,3.5,8,259,2,8,6,10.0,10,48.77,Needs Improvement
5499,Frank Scott,60,10.38,58,3.6,10,206,8,9,2,5.5,7,34.42,Needs Improvement
5500,Cynthia Santiago,97,6.93,71,4.2,7,87,8,10,6,8.7,4,68.54,Average
5501,Heather Lee,62,2.56,64,3.8,10,52,10,8,3,6.8,9,34.24,Needs Improvement
5502,Christopher Aguirre,84,10.64,100,2.4,2,144,8,1,6,11.9,2,70.19,Average
5503,Makayla Kelly DVM,85,13.38,84,4.6,8,197,7,5,7,8.5,3,48.68,Needs Improvement
5504,John Snyder,79,13.2,100,4.3,2,206,5,9,8,5.0,9,59.58,Needs Improvement
5505,Deborah Bishop,87,12.63,71,1.5,10,188,4,2,1,7.2,7,15.97,Needs Improvement
5506,Jason Bullock,84,5.35,82,4.0,4,266,8,8,4,5.7,7,66.69,Average
5507,Brandon Johnston,67,8.25,71,3.8,6,137,8,4,9,4.0,3,44.71,Needs Improvement
5508,Danny Moyer,78,4.28,70,4.6,6,22,6,10,2,7.2,2,62.87,Average
5509,Mark Adams,92,12.79,63,3.5,0,175,7,10,4,10.1,1,73.96,Average
5510,Thomas Wolf,53,14.77,65,1.7,1,168,1,2,8,8.9,6,39.33,Needs Improvement
5511,Thomas Martinez,58,4.76,51,4.7,4,285,1,10,3,11.8,5,61.89,Average
5512,Amy Washington,100,7.5,75,4.2,7,293,9,5,10,9.8,4,75.57,Average
5513,Kelsey Beck,88,5.78,59,1.8,0,40,6,8,10,2.9,2,60.64,Average
5514,Angela Richards,50,14.5,79,2.1,10,51,4,7,4,4.1,2,17.8,Needs Improvement
5515,Shawna Hale,70,12.57,99,1.8,4,223,1,2,3,2.2,7,19.79,Needs Improvement
5516,Andrew Melton,73,10.82,84,4.3,5,222,6,3,6,4.7,1,46.6,Needs Improvement
5517,Stacy Davis,99,1.66,84,3.9,0,208,9,10,5,2.9,9,66.41,Average
5518,Amanda Herrera,88,5.3,88,2.0,4,134,9,10,9,10.2,8,69.95,Average
5519,Brian Ochoa,48,13.64,69,4.4,8,169,6,8,2,11.8,2,51.42,Needs Improvement
5520,Morgan Gates,48,10.81,72,1.3,9,80,4,4,8,4.1,3,6.67,Needs Improvement
5521,Tracy Ramirez MD,56,1.12,54,2.2,9,164,4,3,8,2.8,2,35.36,Needs Improvement
5522,Brittney Cook,56,8.82,58,3.2,9,271,1,9,2,6.8,8,29.96,Needs Improvement
5523,Mark Ponce,94,10.4,80,4.5,6,256,7,2,8,3.2,6,43.8,Needs Improvement
5524,Kelly Andrews,67,13.51,87,1.3,5,128,9,4,5,7.1,1,46.64,Needs Improvement
5525,Linda Jimenez,83,6.83,81,1.3,9,108,10,6,5,6.4,8,44.54,Needs Improvement
5526,Jennifer Lawrence,52,1.78,93,2.7,5,78,5,8,10,5.4,8,48.69,Needs Improvement
5527,Claudia Mcmahon,76,14.15,59,3.1,3,214,2,7,5,6.7,6,38.74,Needs Improvement
5528,Courtney Carter,72,1.36,81,3.5,10,110,2,2,4,2.8,7,36.71,Needs Improvement
5529,Jessica Cox,80,2.5,72,2.7,8,283,8,1,8,7.9,5,57.98,Needs Improvement
5530,Brenda Figueroa,90,1.52,84,2.3,5,35,5,7,1,5.8,3,57.54,Needs Improvement
5531,Nancy Gonzalez,94,14.52,62,1.0,9,281,7,1,5,11.0,7,38.79,Needs Improvement
5532,Kenneth May,97,8.33,97,4.6,10,85,10,2,10,3.8,9,48.76,Needs Improvement
5533,Carolyn Winters,58,6.85,97,4.7,5,298,1,2,3,7.8,4,59.55,Needs Improvement
5534,Christina Martinez,87,4.54,52,2.0,5,180,2,10,5,4.7,4,53.68,Needs Improvement
5535,Rachel Gonzalez,89,4.54,61,2.0,6,149,10,4,7,5.1,7,40.72,Needs Improvement
5536,Kayla Brown,98,5.79,71,4.2,9,28,5,2,9,10.4,8,45.15,Needs Improvement
5537,John Curry,63,11.0,95,4.2,8,251,5,5,6,8.4,1,52.82,Needs Improvement
5538,Kyle Stanley,48,13.65,80,4.2,6,15,10,3,7,11.6,6,43.64,Needs Improvement
5539,William Short,47,1.28,87,1.0,0,146,3,7,4,9.5,2,66.99,Average
5540,Keith Jones,92,6.61,100,2.7,9,267,9,3,4,9.8,1,61.2,Average
5541,Dennis Smith,76,8.06,63,2.9,8,16,3,4,1,5.2,5,27.63,Needs Improvement
5542,Robert Juarez,57,1.33,89,4.8,9,86,1,1,10,8.5,3,55.43,Needs Improvement
5543,James Stark,90,11.11,79,2.7,3,242,7,6,9,4.6,2,56.09,Needs Improvement
5544,Carol Spencer,81,13.86,57,1.5,4,299,4,3,10,11.0,8,38.29,Needs Improvement
5545,Deborah Bailey,89,7.05,54,3.6,0,26,8,8,6,10.0,6,69.43,Average
5546,Paul Myers,94,9.97,83,4.4,2,253,5,8,8,11.5,7,77.17,Average
5547,Anne Christensen,62,3.15,64,4.4,6,75,2,4,6,11.6,10,52.86,Needs Improvement
5548,Gabriel Beck,86,9.9,71,3.3,2,3,3,6,9,3.9,3,44.65,Needs Improvement
5549,Marcia Hardy,86,9.12,68,3.8,10,219,9,2,9,2.4,9,30.64,Needs Improvement
5550,David Copeland,92,9.21,87,2.1,0,246,6,10,3,6.9,2,80.47,Excellent
5551,Kelsey Hopkins,78,5.37,70,3.3,8,76,7,4,9,7.3,4,48.24,Needs Improvement
5552,Mr. Nicholas Ali,54,11.13,77,3.4,4,10,9,4,3,4.4,10,28.82,Needs Improvement
5553,Anthony Mcclain,98,7.22,65,3.4,2,45,4,10,8,6.1,8,57.49,Needs Improvement
5554,Samuel Thornton,87,11.96,68,2.5,1,89,7,9,6,7.6,1,64.8,Average
5555,Ariel Simmons,77,9.34,52,3.9,7,134,1,6,4,9.7,10,35.49,Needs Improvement
5556,Jennifer Thomas,52,3.52,64,1.6,6,9,4,1,2,2.7,10,10.81,Needs Improvement
5557,Jerry Crawford,56,2.23,84,4.1,4,246,10,6,6,5.8,3,72.99,Average
5558,Brian Reese,62,5.07,71,2.0,4,158,7,6,10,8.5,5,57.99,Needs Improvement
5559,Ruben Smith,49,11.91,53,3.3,1,214,8,2,8,8.5,7,42.44,Needs Improvement
5560,Desiree Holt,72,2.65,65,4.6,8,144,5,6,3,11.3,8,57.54,Needs Improvement
5561,Brianna Walker,51,11.33,78,2.2,4,48,9,2,6,9.0,6,37.88,Needs Improvement
5562,Julie Johnson,88,1.69,72,3.0,6,57,1,6,1,5.9,6,40.16,Needs Improvement
5563,Jon Griffin,65,11.34,76,1.6,6,209,5,4,4,7.2,1,40.52,Needs Improvement
5564,Andres Simon,71,10.41,89,2.4,2,56,9,8,3,10.3,10,54.01,Needs Improvement
5565,Jacqueline Bradley,90,4.28,55,4.1,8,225,10,8,10,4.7,4,55.02,Needs Improvement
5566,Luke Myers,93,5.9,99,1.8,2,77,4,3,9,7.8,5,52.71,Needs Improvement
5567,Casey Molina MD,92,13.46,94,4.0,4,182,3,8,5,2.0,3,51.11,Needs Improvement
5568,April Munoz,83,8.46,91,3.0,2,124,8,8,9,5.2,6,54.29,Needs Improvement
5569,Hannah Hooper,52,6.47,72,1.6,10,171,4,3,3,6.8,7,32.23,Needs Improvement
5570,Samantha Stafford,81,9.02,54,3.5,1,152,8,9,5,4.7,8,56.85,Needs Improvement
5571,John Gaines,43,9.12,90,3.7,1,114,6,9,6,2.3,4,43.72,Needs Improvement
5572,Christopher Jackson,67,6.26,50,4.2,8,42,5,8,6,2.1,6,30.2,Needs Improvement
5573,Christopher Simon,78,5.4,92,3.8,2,153,6,1,9,4.7,4,61.26,Average
5574,Stefanie Miller,79,2.61,75,2.9,2,119,8,7,2,4.1,7,58.33,Needs Improvement
5575,Sean Benton,50,2.99,59,1.5,4,11,4,9,10,11.9,2,58.86,Needs Improvement
5576,Patrick Hernandez,61,9.69,55,5.0,9,238,5,10,7,4.8,6,34.29,Needs Improvement
5577,Patrick Woodward,69,11.45,89,4.9,4,133,6,8,4,4.1,3,50.24,Needs Improvement
5578,Hayley Schmidt,92,13.41,55,1.1,8,232,8,10,3,8.6,9,27.92,Needs Improvement
5579,Christopher Perez,93,11.61,98,1.3,3,271,5,3,9,2.3,6,48.07,Needs Improvement
5580,Joseph Johnson,65,12.29,77,4.5,6,135,9,10,9,2.1,10,42.91,Needs Improvement
5581,Isaac Fitzgerald,88,10.54,73,1.1,9,51,5,6,6,2.4,10,18.45,Needs Improvement
5582,Aaron Kirby,41,4.93,53,2.8,2,31,10,2,4,7.2,10,29.37,Needs Improvement
5583,Jennifer Perez,45,10.44,50,2.1,8,99,2,2,5,10.2,5,27.09,Needs Improvement
5584,Justin Knight,40,5.28,66,2.1,0,273,9,7,3,3.9,1,61.66,Average
5585,Michael Wheeler,89,9.77,70,1.3,3,9,4,5,7,8.6,7,50.5,Needs Improvement
5586,Diane Davis,83,2.02,64,2.1,4,130,4,1,4,8.5,4,61.06,Average
5587,Robert Flowers,58,2.99,94,3.2,5,159,2,1,7,8.6,6,45.68,Needs Improvement
5588,Emily Cunningham,93,7.11,85,2.8,7,69,1,7,1,6.0,3,40.21,Needs Improvement
5589,Marcus Obrien,64,10.5,55,4.6,1,10,6,9,8,4.4,1,50.95,Needs Improvement
5590,Billy Salazar,75,14.52,97,4.1,0,262,9,9,9,3.8,1,64.05,Average
5591,Michael Ayala,54,1.76,88,4.4,8,8,1,10,5,9.1,6,46.71,Needs Improvement
5592,Devon Allen,62,10.99,77,1.2,0,274,5,7,3,9.3,9,47.42,Needs Improvement
5593,Melanie Long,93,4.94,66,4.9,9,118,10,7,7,4.1,8,56.3,Needs Improvement
5594,Jennifer Clay,44,6.53,62,3.4,1,78,8,2,5,5.4,10,39.88,Needs Improvement
5595,Kristen Thomas,48,13.54,63,3.6,1,159,4,5,10,2.5,10,23.83,Needs Improvement
5596,Jason Villarreal,85,1.49,62,4.5,2,1,8,2,8,8.2,9,60.06,Average
5597,Jordan Jenkins,91,10.87,57,3.0,6,101,1,6,5,9.6,7,39.47,Needs Improvement
5598,Michael Brown,77,3.7,82,4.0,8,45,10,9,5,9.2,10,56.77,Needs Improvement
5599,Daniel Salazar,73,7.9,54,2.6,1,54,10,2,5,3.0,10,31.11,Needs Improvement
5600,Gregory Williams,83,10.31,83,3.9,3,268,7,4,9,10.0,5,78.11,Average
5601,Jared Dyer,49,3.42,63,4.1,0,48,5,8,10,2.9,9,44.09,Needs Improvement
5602,Lisa Huff,56,9.31,75,1.9,3,91,4,3,6,9.0,2,54.33,Needs Improvement
5603,Stephanie Green,58,9.71,83,4.5,3,277,10,1,9,6.2,4,62.61,Average
5604,Robert Dawson,53,1.16,82,2.0,5,29,1,5,10,7.6,2,53.28,Needs Improvement
5605,Karen Mclean,69,6.73,68,2.4,2,266,4,10,1,6.1,4,58.46,Needs Improvement
5606,Jason Patterson,91,1.28,54,3.9,2,111,1,3,2,7.3,6,62.11,Average
5607,Amy Harris,79,4.02,68,4.0,7,31,8,5,5,5.5,2,61.54,Average
5608,James Clark,47,14.04,94,1.3,5,1,7,5,10,9.4,4,30.12,Needs Improvement
5609,Marvin Smith,57,13.34,98,2.1,2,248,7,2,4,6.9,4,41.84,Needs Improvement
5610,Alyssa Lambert,63,11.34,60,3.0,4,282,5,6,8,10.3,6,45.27,Needs Improvement
5611,Wendy Medina,53,2.96,60,4.7,6,101,9,6,4,2.2,2,49.0,Needs Improvement
5612,Timothy Burton,93,8.41,96,2.6,2,41,3,10,3,11.3,5,69.15,Average
5613,Mrs. Deborah Collins,61,1.92,88,2.6,6,34,2,2,2,3.4,3,31.3,Needs Improvement
5614,Anne Miller,87,2.69,58,1.5,8,57,8,7,3,4.6,5,41.83,Needs Improvement
5615,Jennifer Gilmore,46,1.25,51,4.2,1,226,1,1,1,4.5,3,46.87,Needs Improvement
5616,Matthew Hanson,59,6.98,85,1.6,3,163,3,8,7,6.9,3,52.63,Needs Improvement
5617,Robert Chavez,71,3.32,96,2.7,2,120,10,5,9,7.2,10,56.98,Needs Improvement
5618,Jasmine Hickman,64,11.82,93,1.8,2,78,7,10,9,4.1,8,33.87,Needs Improvement
5619,Taylor Shea,40,2.4,54,1.1,3,61,7,3,10,2.1,5,29.34,Needs Improvement
5620,Dr. Mike Lee,70,5.77,78,3.1,7,264,4,3,7,9.6,9,51.87,Needs Improvement
5621,Amanda Atkinson,51,14.18,97,1.2,5,276,4,3,8,11.5,9,40.86,Needs Improvement
5622,Taylor Walsh,86,4.03,75,4.5,5,171,8,7,6,8.1,9,58.37,Needs Improvement
5623,Francisco Alexander,97,5.82,75,1.6,7,146,5,3,10,5.7,8,33.46,Needs Improvement
5624,Daniel Nunez,69,1.97,91,2.4,10,257,3,8,5,5.6,5,50.47,Needs Improvement
5625,Martin Henry,45,11.77,60,1.9,0,137,5,9,7,4.2,9,33.07,Needs Improvement
5626,Cassandra Houston,45,13.92,68,2.0,6,99,2,7,8,10.2,10,23.09,Needs Improvement
5627,Dylan Miranda,53,4.35,61,1.1,2,114,3,1,3,3.3,9,23.9,Needs Improvement
5628,Shelley Brown,93,9.12,82,1.6,7,22,2,4,8,7.8,4,52.14,Needs Improvement
5629,Lisa Livingston,95,9.29,61,1.5,0,133,1,6,4,4.3,8,38.29,Needs Improvement
5630,Mrs. Angela Mendoza,68,7.87,73,3.0,2,25,4,4,6,4.5,10,40.34,Needs Improvement
5631,Alec Lawrence,93,2.29,80,2.4,9,280,8,4,2,4.9,8,43.05,Needs Improvement
5632,Keith Vargas,85,4.25,87,1.2,0,25,10,10,2,6.8,1,68.19,Average
5633,Robert Burton,96,13.14,79,5.0,10,187,1,1,5,3.7,6,34.87,Needs Improvement
5634,Shannon Middleton,60,8.46,59,4.6,9,3,5,7,10,5.3,10,29.74,Needs Improvement
